R_Bohr           v_0_0_0_0             v_0_0_2_2             v_0_0_4_4             v_1_0_0_1             v_1_0_2_1             v_1_0_2_3             v_1_0_4_3             v_1_0_4_5             v_1_0_6_7             v_2_0_0_2             v_2_0_2_0             v_2_0_2_2             v_2_0_2_4             v_2_0_4_6             v_2_2_0_2             v_2_2_2_0             v_2_2_2_1             v_2_2_2_2             v_2_2_2_3             v_2_2_2_4             v_2_2_4_6             v_2_2_6_8             v_3_0_0_3             v_3_0_2_1             v_3_0_2_3             v_3_0_2_5             v_3_0_4_7             v_3_2_0_3             v_3_2_2_1             v_3_2_2_3             v_3_2_2_4             v_3_2_2_5             v_3_2_4_7             v_3_2_6_9             v_4_0_0_4             v_4_0_2_4             v_4_0_2_6             v_4_0_4_8             v_4_2_0_4             v_4_2_2_2             v_4_2_2_4             v_4_2_2_6             v_4_2_4_8             v_4_4_0_4             v_4_4_2_2             v_4_4_2_4             v_4_4_2_5             v_4_4_2_6             v_4_4_4_8             v_5_0_0_5             v_5_0_2_7             v_5_2_0_5             v_5_2_2_7             v_5_4_0_5             v_5_4_2_5             v_5_4_2_7             v_5_4_4_9             v_6_0_0_6             v_6_0_2_8            v_6_0_4_10             v_6_2_0_6             v_6_2_2_8            v_6_2_4_10             v_6_4_0_6             v_6_4_2_8            v_6_4_4_10             v_6_6_0_6             v_6_6_2_8            v_6_6_4_10             v_7_0_0_7             v_7_0_2_9             v_7_2_0_7             v_7_2_2_9            v_7_2_4_11             v_7_4_0_7             v_7_4_2_9             v_7_6_0_7             v_7_6_2_9            v_7_6_4_11             v_8_6_0_8            v_8_6_2_10            v_9_4_2_11            v_9_6_2_11   
 27.30 -0.169855245555E+00   -0.884484682462E-02   -0.210354707976E-15    0.387818966247E-02   -0.203064678177E-15   -0.179093756574E+01    0.280173352868E-15   -0.345729525434E-02   -0.462667311902E-14   -0.101454562169E-01   -0.204591338042E-03   -0.206019690987E-03   -0.169247140988E-01    0.401234258653E-16   -0.166066866826E-02    0.786750125575E-16   -0.152393987929E-03   -0.247669261223E-15   -0.175102834996E-03    0.230223281717E+00    0.589458425561E-03    0.403220874027E-15   -0.238126474929E-03    0.388114177179E-15    0.190148850560E-14    0.137604382212E-01    0.581087498856E-04    0.144696265307E-02    0.346373141199E-16   -0.380827859387E-16    0.550112361414E-16   -0.176981577224E-01   -0.167700414761E-03   -0.766845252802E-16    0.146743063526E-03    0.385663073727E-16   -0.126134520225E-02   -0.176359904740E-03   -0.103675894832E-03   -0.156926574767E-15    0.120216532012E-15    0.103432742520E-02    0.122965795761E-16   -0.763155466812E-04    0.142448589508E-16    0.128229278805E-16   -0.134997047807E-17    0.108990030065E-02   -0.128212136619E-16   -0.903665892708E-16   -0.630246002805E-15   -0.231822261285E-16    0.226040219994E-16    0.803684031894E-16    0.101133854971E-15   -0.114066737684E-03   -0.207174529966E-16   -0.118538261570E-03   -0.667610790013E-15   -0.134805593615E-15   -0.447442688626E-15   -0.543718303145E-04    0.227500687834E-16    0.263594606726E-17    0.126154043280E-04   -0.366291956427E-16    0.246232940545E-16   -0.132138625345E-16   -0.115100391595E-16   -0.235812762226E-14    0.119067742246E-13    0.571375056139E-14   -0.574388555639E-14   -0.177217781014E-16   -0.134116200429E-16    0.149214349955E-14    0.169426104667E-16    0.595513730929E-16    0.223762609735E-17   -0.100617326856E-16   -0.206429806664E-16   -0.219989490868E-12    0.461040051808E-16   
 27.57 -0.159767675102E+00   -0.831197930767E-02   -0.263866802412E-15    0.360070542684E-02    0.187743660792E-15   -0.172233257278E+01    0.256782035310E-15   -0.326266515754E-02   -0.432493862251E-14   -0.958081978343E-02   -0.193314349172E-03   -0.193684565016E-03   -0.160767837835E-01   -0.555483985539E-16   -0.154946983757E-02    0.832826460244E-16   -0.143549934082E-03   -0.224896669999E-15   -0.164185644604E-03    0.219201685084E+00    0.550009665231E-03    0.370878748491E-15   -0.216830346355E-03   -0.131476730599E-14   -0.249426859455E-15    0.129711751826E-01    0.540706818707E-04    0.134419105080E-02    0.210552687151E-16   -0.494360169674E-16   -0.775792890287E-15   -0.166866887560E-01   -0.156792490613E-03   -0.678492020698E-16    0.135410449239E-03    0.239200654877E-15   -0.117770763762E-02   -0.167979079377E-03   -0.951756800132E-04   -0.160113706093E-15    0.169115111268E-15    0.964903929181E-03   -0.167344053432E-16   -0.701478126689E-04    0.714126684783E-17    0.800338407838E-17    0.776799502705E-17    0.101737895520E-02   -0.103714094630E-16   -0.441079735910E-16   -0.522754412633E-15   -0.244536989222E-16    0.900137254575E-16    0.675895333502E-16    0.921542498881E-16   -0.105007783132E-03   -0.240869943036E-16   -0.112390110977E-03   -0.922677909514E-15    0.263540239468E-17   -0.420845486147E-15   -0.507934481641E-04   -0.532867598241E-17    0.239371823978E-16    0.115201380189E-04   -0.388519342643E-16    0.127213082782E-16   -0.110923190454E-16   -0.617574354597E-17   -0.216547968331E-14    0.113756343451E-13    0.528260203485E-14   -0.542467151040E-14   -0.143629182422E-16   -0.108244469038E-16    0.137620721741E-14    0.692260146788E-17    0.640009725787E-16    0.476507038337E-17   -0.141092763215E-16   -0.102180348318E-16   -0.202522172464E-12    0.528123432175E-16   
 27.84 -0.150369363360E+00   -0.781583083825E-02   -0.208111600330E-15    0.334544887219E-02   -0.869912872909E-15   -0.165698793157E+01    0.216414904459E-15   -0.308073101114E-02   -0.409279735776E-14   -0.905266614811E-02   -0.182759899352E-03   -0.182197583204E-03   -0.152789864514E-01    0.122713217877E-16   -0.144665185965E-02    0.308810751898E-16   -0.135297946769E-03   -0.104138283064E-15   -0.154045727334E-03    0.208807589405E+00    0.513547525680E-03    0.297358562513E-15   -0.197547863268E-03   -0.156096736366E-14   -0.974977444026E-15    0.122342229391E-01    0.503485540215E-04    0.124960800899E-02    0.166917815188E-16   -0.329191652427E-16   -0.167988801170E-15   -0.157420522330E-01   -0.146690180030E-03   -0.597957230168E-16    0.125050937938E-03    0.421331398077E-15   -0.110035142580E-02   -0.160072455551E-03   -0.874452561674E-04   -0.170088010509E-15    0.977494779387E-16    0.900749802753E-03    0.870615897255E-17   -0.645315250516E-04    0.137361989094E-16    0.141318585145E-16    0.213874255544E-17    0.950320641836E-03   -0.131373596967E-16   -0.110911150998E-15   -0.522422752912E-15   -0.384337836070E-16    0.565889397886E-16    0.633964300880E-16    0.875947385617E-16   -0.967462622131E-04   -0.179572661617E-16   -0.106616167869E-03   -0.395372202533E-15    0.141131217467E-15   -0.381923716913E-15   -0.474820633752E-04    0.832160948801E-17    0.113329628513E-16    0.105292780437E-04   -0.365562720267E-16    0.540633563605E-17   -0.195563533605E-16   -0.331100019177E-17   -0.199847459563E-14    0.107083073287E-13    0.492208334139E-14   -0.509761089102E-14   -0.250604280583E-16   -0.950963032137E-17    0.126838926432E-14    0.451749320179E-17    0.567069533696E-16   -0.245360365881E-18   -0.447092155969E-17   -0.137538106784E-16   -0.186590461140E-12    0.525478090442E-16   
 28.11 -0.141607167488E+00   -0.735356166630E-02   -0.192716916824E-15    0.311045310028E-02   -0.409249197281E-15   -0.159471924080E+01    0.232293382124E-15   -0.291055333271E-02   -0.384449353702E-14   -0.855831745847E-02   -0.172875347495E-03   -0.171493034472E-03   -0.145279141951E-01   -0.115906302088E-15   -0.135151413463E-02    0.210816065690E-16   -0.127593213377E-03   -0.150722493363E-15   -0.144620993974E-03    0.198999691447E+00    0.479820147224E-03    0.263413402740E-15   -0.180075703714E-03    0.206786714345E-15    0.295104402468E-15    0.115456565740E-01    0.469149346826E-04    0.116249155769E-02    0.312337560837E-16   -0.233764032037E-16   -0.247858998387E-15   -0.148592470689E-01   -0.137327018121E-03   -0.567591630547E-16    0.115572721103E-03    0.980256706634E-16   -0.102875062285E-02   -0.152608986807E-03   -0.804084334219E-04   -0.194297623888E-15    0.327683192610E-16    0.841419681054E-03   -0.279268857026E-16   -0.594127315901E-04    0.871129453505E-17    0.916118506618E-17    0.590850455990E-17    0.888266707655E-03   -0.830527080987E-17   -0.627706654071E-16   -0.866657120107E-15    0.547535097614E-17    0.105711945751E-15    0.657689897987E-16    0.850320300197E-16   -0.892052419288E-04   -0.216564340909E-16   -0.101190352259E-03   -0.627147301926E-15   -0.366292739236E-17   -0.354433804841E-15   -0.444154484808E-04    0.422577538410E-18    0.936039154610E-17    0.963200034967E-05   -0.396599393822E-16    0.304224165754E-16   -0.838519277203E-17   -0.824433934746E-17   -0.178366854319E-14    0.101367744225E-13    0.458304828788E-14   -0.482862901834E-14   -0.202857156204E-16   -0.814856097153E-17    0.117356268741E-14    0.100292170862E-16    0.569664548931E-16    0.387236776489E-17   -0.231971252508E-16   -0.264009584406E-16   -0.172047810816E-12    0.381614008921E-16   
 28.38 -0.133432499794E+00   -0.692257491339E-02   -0.184172859399E-15    0.289394142752E-02   -0.148261360389E-14   -0.153535416269E+01    0.246399756227E-15   -0.275127024337E-02   -0.363454693846E-14   -0.809531550526E-02   -0.163612341468E-03   -0.161510860985E-03   -0.138204203747E-01    0.392318726099E-16   -0.126342026905E-02    0.169277457207E-16   -0.120394697599E-03    0.135228224282E-16   -0.135854844176E-03    0.189739766831E+00    0.448599040159E-03    0.290509403304E-15   -0.164232493346E-03   -0.682787833614E-15    0.116535192246E-14    0.109018793730E-01    0.437450050998E-04    0.108218939897E-02    0.217477229481E-16   -0.348378896623E-16    0.289298942622E-15   -0.140336893821E-01   -0.128642587498E-03   -0.570560026096E-16    0.106893416021E-03    0.381255199469E-15   -0.962427776710E-03   -0.145559930154E-03   -0.739971919704E-04   -0.149939424593E-15    0.172728041743E-16    0.786509608052E-03    0.249036196212E-16   -0.547432050011E-04    0.907466742657E-17    0.150569636884E-16    0.426827653770E-17    0.830800889035E-03   -0.116989561242E-16   -0.690622048685E-16   -0.954798413205E-15   -0.153486680639E-16    0.345949733294E-16    0.612434760246E-16    0.834160657502E-16   -0.823158494243E-04   -0.199129352430E-16   -0.960886277332E-04   -0.301064353863E-15   -0.778243124793E-16   -0.335639406881E-15   -0.415734148305E-04    0.170289172266E-16    0.131895041291E-16    0.881869172839E-05   -0.334803697188E-16    0.210815651863E-16   -0.654979126718E-17   -0.727232573452E-17   -0.164743530077E-14    0.963038285051E-14    0.426722206945E-14   -0.456714566141E-14   -0.130294918345E-16   -0.729540550807E-17    0.108534254776E-14    0.106176264514E-16    0.576910390536E-16    0.324712643882E-17   -0.180187107202E-16   -0.118251595214E-16   -0.158761147008E-12    0.436854199519E-16   
 28.65 -0.125800898766E+00   -0.652049387272E-02   -0.151231117665E-15    0.269430745685E-02    0.309911059540E-14   -0.147873152891E+01    0.233151918155E-15   -0.260209040218E-02   -0.340394581329E-14   -0.766140184840E-02   -0.154926432367E-03   -0.152196124312E-03   -0.131535973603E-01   -0.365615749807E-16   -0.118179168601E-02    0.600011560923E-16   -0.113664789405E-03   -0.741151418255E-16   -0.127695635312E-03    0.180992414177E+00    0.419676722192E-03    0.307036900990E-15   -0.149856277796E-03    0.441487639349E-16    0.151470188300E-14    0.102995926128E-01    0.408162889204E-04    0.100811161325E-02    0.341897808729E-17   -0.653077221563E-17   -0.114965936187E-15   -0.132611741711E-01   -0.120581917648E-03   -0.521881603329E-16    0.989390210499E-04    0.280877448695E-15   -0.900949053108E-03   -0.138898655426E-03   -0.681507397351E-04   -0.149326933994E-15    0.136817800310E-15    0.735652842680E-03    0.394681236047E-16   -0.504797889710E-04    0.829740297139E-17    0.963577043697E-17    0.863412648681E-17    0.777545041737E-03   -0.144987722480E-16   -0.116288765588E-16   -0.736095078219E-15   -0.224530895592E-16    0.339981181852E-16    0.601599824154E-16    0.846637186747E-16   -0.760163619234E-04   -0.200045380453E-16   -0.912888239365E-04   -0.453775050627E-15   -0.160012167506E-15   -0.308103709469E-15   -0.389376086185E-04    0.135193943934E-16    0.674732886531E-17    0.808080462272E-05   -0.330284952624E-16    0.112301580056E-16   -0.626792509513E-17   -0.520874050186E-17   -0.149420340133E-14    0.906414326749E-14    0.397232832637E-14   -0.431357739738E-14   -0.251468340865E-16   -0.913393070809E-17    0.997477618139E-15    0.192470109679E-17    0.480428574509E-16    0.430912945966E-17   -0.151061181283E-16   -0.146212817504E-16   -0.146614218884E-12    0.449148168182E-16   
 28.92 -0.118671644058E+00   -0.614514160513E-02   -0.180327504974E-15    0.251009739486E-02    0.985565818364E-15   -0.142470052041E+01    0.195192230819E-15   -0.246228664244E-02   -0.318943829385E-14   -0.725449990630E-02   -0.146776726677E-03   -0.143498526414E-03   -0.125247563565E-01    0.280867183487E-16   -0.110610192054E-02   -0.983523693568E-17   -0.107368990351E-03    0.567509537807E-16   -0.120096207087E-03    0.172724822660E+00    0.392864613966E-03    0.246605063329E-15   -0.136802304649E-03    0.551839763285E-15   -0.214817066243E-15    0.973576838062E-02    0.381084119088E-04    0.939724187898E-03    0.432299825618E-16   -0.140527934996E-16   -0.324224167895E-15   -0.125378408295E-01   -0.113094948882E-03   -0.519040854463E-16    0.916429950628E-04    0.290823320729E-15   -0.843919891247E-03   -0.132600472048E-03   -0.628146862205E-04   -0.147120202203E-15    0.112007278567E-15    0.688516123904E-03   -0.225902296893E-16   -0.465838240949E-04    0.595394552915E-17    0.108119500215E-16    0.729788084766E-17    0.728155335928E-03   -0.865890485455E-17   -0.418178168418E-16   -0.753915166226E-15   -0.231205705842E-16    0.792943465830E-16    0.567113366059E-16    0.785031116629E-16   -0.702514066923E-04   -0.161900498366E-16   -0.867704759712E-04   -0.578984861307E-15   -0.163876510068E-15   -0.283973664128E-15   -0.364913289831E-04    0.229574865972E-17    0.191438370801E-16    0.741073049115E-05   -0.306291016204E-16    0.988468293509E-17   -0.953949585436E-17   -0.468402646314E-17   -0.135825337894E-14    0.856472338667E-14    0.371386601878E-14   -0.407673713131E-14   -0.168802711322E-16   -0.939931657193E-17    0.930498772990E-15    0.120348202015E-16    0.538228196160E-16    0.589329173842E-17   -0.204162421024E-16   -0.224073384331E-16   -0.135493589623E-12    0.389251754553E-16   
 29.19 -0.112007410576E+00   -0.579452258180E-02   -0.166544629111E-15    0.233999434382E-02    0.220586939288E-15   -0.137311991442E+01    0.218403308616E-15   -0.233119023440E-02   -0.300627280395E-14   -0.687269879853E-02   -0.139125572299E-03   -0.135371979353E-03   -0.119314090973E-01    0.822376630865E-16   -0.103587152139E-02    0.497681678244E-17   -0.101475630375E-03   -0.112900111338E-15   -0.113013455613E-03    0.164906560634E+00    0.367991162437E-03    0.207906043514E-15   -0.124941074823E-03   -0.574381131153E-15    0.136406679953E-14    0.920762509636E-02    0.356028882342E-04    0.876543268641E-03   -0.685935334503E-18   -0.154454716499E-16   -0.505235552303E-15   -0.118601420827E-01   -0.106136053376E-03   -0.441232632538E-16    0.849454453260E-04    0.572409097521E-15   -0.790981127300E-03   -0.126642471437E-03   -0.579403173225E-04   -0.131509902885E-15    0.582239549367E-16    0.644796340841E-03    0.854997572640E-17   -0.430206433435E-04    0.739586955242E-17    0.103888179300E-16    0.553610160281E-18    0.682318861802E-03   -0.102753569205E-16   -0.353217738278E-16   -0.555481552800E-15   -0.320298230782E-16    0.272376605560E-16    0.527730178900E-16    0.746227184340E-16   -0.649712568678E-04   -0.173963764233E-16   -0.825146789411E-04   -0.286250051604E-15   -0.685568627581E-16   -0.265006039713E-15   -0.342193656137E-04    0.254887066588E-17    0.303084590121E-17    0.680168921330E-05   -0.268863696799E-16    0.249828062181E-16   -0.434722992614E-17   -0.660789764706E-17   -0.125404123936E-14    0.794084602607E-14    0.346136903396E-14   -0.384191971042E-14   -0.738618719512E-17   -0.101344355933E-16    0.858351032396E-15    0.756923717637E-17    0.500547110984E-16    0.211826186057E-17   -0.156704499060E-16   -0.209620256645E-16   -0.125315210922E-12    0.373532654581E-16   
 29.46 -0.105773957375E+00   -0.546680615328E-02   -0.139813606123E-15    0.218280433292E-02   -0.172404042544E-14   -0.132385739250E+01    0.188685376864E-15   -0.220818570775E-02   -0.284263061926E-14   -0.651423875603E-02   -0.131938274869E-03   -0.127774218406E-03   -0.113712512233E-01    0.347393982481E-16   -0.970663490412E-03    0.163025879266E-16   -0.959556126691E-04   -0.751186774599E-16   -0.106407951389E-03    0.157509383263E+00    0.344900165612E-03    0.207286965173E-15   -0.114156628675E-03   -0.537584123612E-15   -0.162210172126E-14    0.871260544639E-02    0.332829301951E-04    0.818130047650E-03    0.158418256428E-16   -0.133328758670E-16   -0.204419601300E-15   -0.112248159799E-01   -0.996636067919E-04   -0.426740279259E-16    0.787924101982E-04    0.379899343738E-15   -0.741805531697E-03   -0.121003383511E-03   -0.534839579740E-04   -0.101102118879E-15    0.669050049297E-16    0.604217560767E-03   -0.445178086539E-16   -0.397591280997E-04    0.821002637555E-17    0.129141104049E-16    0.108377637168E-17    0.639750598240E-03   -0.121106666507E-16   -0.359129603286E-16   -0.552827509891E-15   -0.144617260929E-16    0.605643624124E-16    0.527505172102E-16    0.719102612147E-16   -0.601312109130E-04   -0.174844248680E-16   -0.785039560971E-04   -0.322438080505E-15   -0.769396430210E-16   -0.225251477494E-15   -0.321078536172E-04    0.449358591549E-17    0.103922862035E-16    0.624763238128E-05   -0.268287484108E-16    0.243818244439E-17   -0.135151172046E-16   -0.463417029146E-17   -0.111800476170E-14    0.776320631835E-14    0.323590360803E-14   -0.365422875601E-14   -0.148634103939E-16   -0.737329380103E-17    0.795482696950E-15    0.206150558940E-17    0.450021660417E-16    0.302796861594E-17   -0.109788555789E-16   -0.128407746303E-16   -0.115981060896E-12    0.375033627861E-16   
 29.73 -0.999398475793E-01   -0.516031164982E-02   -0.180474048085E-15    0.203744388277E-02   -0.480718715798E-16   -0.127678890431E+01    0.209219777919E-15   -0.209270617463E-02   -0.269092337188E-14   -0.617749793416E-02   -0.125182841203E-03   -0.120666453831E-03   -0.108421471724E-01   -0.339266410805E-16   -0.910079198658E-03    0.152998647459E-16   -0.907821836266E-04   -0.189797080952E-15   -0.100243596332E-03    0.150507057273E+00    0.323449275456E-03    0.196837006123E-15   -0.104345036866E-03    0.850884692890E-15   -0.132765346275E-14    0.824835647227E-02    0.311332786232E-04    0.764086212671E-03    0.841829049366E-17    0.380550120978E-17   -0.231736932852E-15   -0.106288606153E-01   -0.936396047116E-04   -0.420422339216E-16    0.731352248383E-04    0.255001885143E-15   -0.696094712737E-03   -0.115663445937E-03   -0.494064113109E-04   -0.114873005586E-15    0.668582440143E-16    0.566528373744E-03   -0.814916338997E-17   -0.367713170239E-04    0.901570859733E-17    0.114876749858E-16    0.294615816952E-18    0.600190702788E-03   -0.124893739689E-16   -0.487705253857E-16   -0.439562189944E-15   -0.124154981405E-16    0.323642102871E-16    0.497083965657E-16    0.666431692287E-16   -0.556910451250E-04   -0.145847593095E-16   -0.747221392024E-04   -0.449362904602E-15   -0.959653995040E-16   -0.216681698029E-15   -0.301441436735E-04   -0.111099355745E-16    0.314525233032E-17    0.574315862714E-05   -0.253944802576E-16    0.175382126184E-16   -0.777417681615E-17   -0.755099588288E-17   -0.103804198323E-14    0.727033623085E-14    0.300378990182E-14   -0.344421764876E-14   -0.151506058135E-16   -0.669223275701E-17    0.740075567567E-15    0.885991367302E-17    0.452855225216E-16   -0.463963062983E-18   -0.210948013246E-16   -0.162853378936E-16   -0.107417826175E-12    0.292233274288E-16   
 30.00 -0.944761959950E-01   -0.487349494001E-02   -0.172775371728E-15    0.190292892325E-02   -0.179338716028E-14   -0.123179808206E+01    0.191728207897E-15   -0.198422910100E-02   -0.253886878268E-14   -0.586098048262E-02   -0.118829747061E-03   -0.114013057143E-03   -0.103421164342E-01    0.715365788759E-16   -0.853754725999E-03    0.223568233909E-16   -0.859307251966E-04   -0.594733174743E-16   -0.944873155400E-04    0.143875201172E+00    0.303508658630E-03    0.223638058827E-15   -0.954130700601E-04   -0.387323379485E-15   -0.261163847485E-15    0.781271158688E-02    0.291400515712E-04    0.714049891379E-03    0.313268339395E-16   -0.222650437895E-16    0.109816948652E-15   -0.100695112922E-01   -0.880293188712E-04   -0.366224886952E-16    0.679299596801E-04   -0.336430729166E-16   -0.653576344922E-03   -0.110604284867E-03   -0.456724645877E-04   -0.903424270280E-16    0.951623911642E-16    0.531499517648E-03    0.144326344747E-16   -0.340320610584E-04    0.122677394176E-16    0.827087888907E-17   -0.365627076786E-18    0.563402086409E-03   -0.103698998129E-16   -0.734961527899E-16   -0.520685674660E-15   -0.100301834879E-16    0.795968754569E-16    0.516261249780E-16    0.642027357489E-16   -0.516145300324E-04   -0.147746128424E-16   -0.711542598849E-04   -0.386106655741E-15   -0.220324115987E-16   -0.193381429561E-15   -0.283166857492E-04    0.120914700365E-16    0.636566851014E-17    0.528343939733E-05   -0.258050150946E-16    0.121553305694E-16   -0.489860662238E-17   -0.580976125907E-17   -0.926347941664E-15    0.706282716128E-14    0.281431477426E-14   -0.328666297017E-14   -0.119035999849E-16   -0.771949251490E-17    0.684999361108E-15    0.949310046536E-17    0.424194022728E-16   -0.166507811078E-17   -0.997723560517E-18   -0.107695058249E-16   -0.995562156729E-13    0.390817069271E-16   
